dispatch_id,product,wagon_type,num_wagons,quantity_tonnes,fill_percentage,destination_id,destination_city,distance_km,planned_dispatch_date,actual_dispatch_date,delay_days,is_delayed,pending_orders_count,inventory_level,dock_utilization,is_month_end,day_of_week,month,demurrage_cost,freight_cost,total_cost
DISP3096,TMT Bar,BCN,42,1917.87,83.02,CMO03,Chennai,2100,2023-11-30,2023-12-04,4,1,43,0.383,0.791,1,3,11,2520000,4833032.4,7353032.4
DISP3097,Wire Rod,BCN,50,1962.43,71.36,CMO01,Delhi,1200,2023-05-08,2023-05-08,0,0,27,0.652,0.39,0,0,5,0,2825899.2,2825899.2
DISP3098,Structurals,BOXN,41,2089.93,87.89,CMO04,Kolkata,350,2023-04-18,2023-04-18,0,0,42,0.497,0.59,0,1,4,0,877770.6,877770.6
DISP3099,CR Coil,BOST,44,2029.7,92.26,CMO02,Mumbai,1800,2023-12-09,2023-12-09,0,0,28,0.492,0.947,0,5,12,0,4384152.0,4384152.0
DISP3100,HR Coil,BOBYN,49,2414.02,82.11,CMO04,Kolkata,350,2023-07-11,2023-07-12,1,1,38,0.698,0.32,0,1,7,735000,1013888.4,1748888.4
DISP3101,Wire Rod,BOBYN,53,2270.36,71.39,CMO01,Delhi,1200,2023-07-13,2023-07-14,1,1,72,0.336,0.37,0,3,7,795000,3269318.4,4064318.4
DISP3102,Wire Rod,BOXN,55,2677.46,83.93,CMO01,Delhi,1200,2023-08-01,2023-08-01,0,0,73,0.552,0.9,0,1,8,0,3855542.4,3855542.4
DISP3103,HR Coil,BLC,55,3307.24,96.99,CMO03,Chennai,2100,2023-05-12,2023-05-12,0,0,21,0.458,0.678,0,4,5,0,8334244.8,8334244.8
DISP3104,Structurals,BOXN,55,2704.61,84.78,CMO06,Ahmedabad,1900,2023-10-20,2023-10-20,0,0,30,0.301,0.66,0,4,10,0,6166510.8,6166510.8
DISP3105,CR Coil,BOXN,43,2282.46,91.52,CMO02,Mumbai,1800,2023-05-25,2023-05-25,0,0,18,0.4,0.475,1,3,5,0,4930113.6,4930113.6
DISP3106,TMT Bar,BLC,58,3078.09,85.6,CMO03,Chennai,2100,2023-10-23,2023-10-23,0,0,39,0.808,0.392,0,0,10,0,7756786.8,7756786.8
DISP3107,Structurals,BOST,41,1894.98,92.44,CMO02,Mumbai,1800,2023-07-17,2023-07-19,2,1,11,0.835,0.986,0,0,7,1230000,4093156.8,5323156.8
DISP3108,Semis,BOBYN,45,2211.38,81.9,CMO07,Pune,1750,2023-01-06,2023-01-10,4,1,78,0.585,0.9,0,4,1,2700000,4643898.0,7343898.0
DISP3109,Plate,BLC,46,2384.15,83.6,CMO04,Kolkata,350,2023-05-15,2023-05-15,0,0,74,0.552,0.821,0,0,5,0,1001343.0,1001343.0
DISP3110,Plate,BCN,45,1922.05,77.66,CMO03,Chennai,2100,2023-09-07,2023-09-07,0,0,75,0.565,0.368,0,3,9,0,4843566.0,4843566.0
DISP3111,Semis,BCN,42,2158.89,93.46,CMO05,Hyderabad,1600,2023-08-07,2023-08-07,0,0,8,0.972,0.388,0,0,8,0,4145068.8,4145068.8
DISP3112,Wire Rod,BOXN,43,2157.66,86.51,CMO07,Pune,1750,2023-06-01,2023-06-01,0,0,21,0.899,0.515,0,3,6,0,4531086.0,4531086.0
DISP3113,HR Coil,BOST,45,1843.35,81.93,CMO07,Pune,1750,2023-09-19,2023-09-19,0,0,29,0.313,0.776,0,1,9,0,3871035.0,3871035.0
DISP3114,CR Coil,BCN,56,2711.27,88.03,CMO06,Ahmedabad,1900,2023-03-19,2023-03-19,0,0,77,0.888,0.668,0,6,3,0,6181695.6,6181695.6
DISP3115,TMT Bar,BOBYN,56,2520.09,75.0,CMO05,Hyderabad,1600,2023-03-23,2023-03-23,0,0,17,0.744,0.744,0,3,3,0,4838572.8,4838572.8
DISP3116,CR Coil,BOBYN,57,3360.69,98.27,CMO07,Pune,1750,2023-11-09,2023-11-09,0,0,59,0.887,0.495,0,3,11,0,7057449.0,7057449.0
DISP3117,Wire Rod,BLC,56,3442.84,99.16,CMO03,Chennai,2100,2023-09-01,2023-09-02,1,1,64,0.458,0.805,0,4,9,840000,8675956.8,9515956.8
DISP3118,Structurals,BCN,46,2471.6,97.69,CMO05,Hyderabad,1600,2023-11-10,2023-11-13,3,1,13,0.247,0.587,0,4,11,2070000,4745472.0,6815472.0
DISP3119,Semis,BOBYN,52,2919.99,93.59,CMO07,Pune,1750,2023-11-27,2023-11-27,0,0,58,0.513,0.435,1,0,11,0,6131979.0,6131979.0
DISP3120,HR Coil,BCN,44,2342.06,96.78,CMO02,Mumbai,1800,2023-03-05,2023-03-08,3,1,79,0.955,0.406,0,6,3,1980000,5058849.6,7038849.6
DISP3121,Semis,BOXN,43,2135.33,85.62,CMO03,Chennai,2100,2023-09-26,2023-09-29,3,1,18,0.817,0.719,1,1,9,1935000,5381031.6,7316031.6
DISP3122,Semis,BOST,54,2014.48,74.61,CMO01,Delhi,1200,2023-06-24,2023-06-24,0,0,39,0.96,0.329,0,5,6,0,2900851.2,2900851.2
DISP3123,TMT Bar,BLC,53,2876.87,87.55,CMO01,Delhi,1200,2023-12-30,2024-01-04,5,1,67,0.807,0.457,1,5,12,3975000,4142692.8,8117692.8
DISP3124,Plate,BCN,47,2483.69,96.08,CMO05,Hyderabad,1600,2023-12-07,2023-12-10,3,1,68,0.869,0.974,0,3,12,2115000,4768684.8,6883684.8
DISP3125,Semis,BCN,48,2564.55,97.14,CMO07,Pune,1750,2023-11-24,2023-11-25,1,1,70,0.463,0.767,0,4,11,720000,5385555.0,6105555.0
DISP3126,HR Coil,BLC,47,2551.89,87.57,CMO01,Delhi,1200,2023-04-24,2023-04-24,0,0,80,0.547,0.486,0,0,4,0,3674721.6,3674721.6
DISP3127,Semis,BLC,57,3116.96,88.2,CMO06,Ahmedabad,1900,2023-10-17,2023-10-17,0,0,53,0.685,0.909,0,1,10,0,7106668.8,7106668.8
DISP3128,HR Coil,BOXN,58,3200.72,95.15,CMO05,Hyderabad,1600,2023-11-26,2023-11-26,0,0,17,0.661,0.382,1,6,11,0,6145382.4,6145382.4
DISP3129,TMT Bar,BOST,53,2503.15,94.46,CMO05,Hyderabad,1600,2023-01-21,2023-01-21,0,0,49,0.718,0.608,0,5,1,0,4806048.0,4806048.0
DISP3130,Semis,BOXN,52,2846.95,94.39,CMO05,Hyderabad,1600,2023-11-18,2023-11-18,0,0,60,0.735,0.318,0,5,11,0,5466144.0,5466144.0
DISP3131,HR Coil,BCN,43,1862.87,78.77,CMO06,Ahmedabad,1900,2023-07-31,2023-08-04,4,1,8,0.783,0.895,1,0,7,2580000,4247343.6,6827343.6
DISP3132,TMT Bar,BOBYN,48,2401.35,83.38,CMO03,Chennai,2100,2023-01-25,2023-01-29,4,1,46,0.567,0.994,1,2,1,2880000,6051402.0,8931402.0
DISP3133,CR Coil,BOST,50,2305.53,92.22,CMO05,Hyderabad,1600,2023-06-28,2023-07-01,3,1,27,0.876,0.9,1,2,6,2250000,4426617.6,6676617.6
DISP3134,Structurals,BOBYN,50,2845.81,94.86,CMO07,Pune,1750,2023-02-21,2023-02-21,0,0,16,0.712,0.519,0,1,2,0,5976201.0,5976201.0
DISP3135,CR Coil,BLC,46,2222.86,77.94,CMO07,Pune,1750,2023-12-29,2024-01-02,4,1,67,0.48,0.864,1,4,12,2760000,4668006.0,7428006.0
DISP3136,CR Coil,BOXN,43,1887.8,75.69,CMO03,Chennai,2100,2023-06-08,2023-06-08,0,0,69,0.76,0.692,0,3,6,0,4757256.0,4757256.0
DISP3137,Plate,BLC,42,1977.96,75.96,CMO02,Mumbai,1800,2023-02-16,2023-02-16,0,0,56,0.882,0.402,0,3,2,0,4272393.6,4272393.6
DISP3138,TMT Bar,BOBYN,52,2280.99,73.11,CMO04,Kolkata,350,2023-05-31,2023-06-03,3,1,77,0.977,0.527,1,2,5,2340000,958015.8,3298015.8
DISP3139,CR Coil,BOBYN,48,2038.77,70.79,CMO05,Hyderabad,1600,2023-04-25,2023-04-25,0,0,33,0.396,0.458,1,1,4,0,3914438.4,3914438.4
DISP3140,CR Coil,BOXN,49,2197.16,77.31,CMO02,Mumbai,1800,2023-01-11,2023-01-11,0,0,66,0.87,0.59,0,2,1,0,4745865.6,4745865.6
DISP3141,Plate,BLC,45,2662.7,95.44,CMO02,Mumbai,1800,2023-10-25,2023-10-25,0,0,56,0.702,0.922,1,2,10,0,5751432.0,5751432.0
DISP3142,Structurals,BCN,48,2189.6,82.94,CMO03,Chennai,2100,2023-07-06,2023-07-06,0,0,35,0.456,0.55,0,3,7,0,5517792.0,5517792.0
DISP3143,CR Coil,BOBYN,57,2988.01,87.37,CMO03,Chennai,2100,2023-02-19,2023-02-22,3,1,69,0.767,0.675,0,6,2,2565000,7529785.2,10094785.2
DISP3144,CR Coil,BCN,57,2966.72,94.63,CMO06,Ahmedabad,1900,2023-04-25,2023-04-28,3,1,64,0.415,0.886,1,1,4,2565000,6764121.6,9329121.6
DISP3145,Plate,BOXN,45,1844.32,70.66,CMO04,Kolkata,350,2023-08-18,2023-08-21,3,1,76,0.72,0.927,0,4,8,2025000,774614.4,2799614.4
DISP3146,HR Coil,BCN,42,2278.63,98.64,CMO06,Ahmedabad,1900,2023-05-22,2023-05-24,2,1,77,0.402,0.928,0,0,5,1260000,5195276.4,6455276.4
DISP3147,Wire Rod,BOBYN,52,2385.43,76.46,CMO06,Ahmedabad,1900,2023-08-20,2023-08-22,2,1,44,0.631,0.772,0,6,8,1560000,5438780.4,6998780.4
DISP3148,Plate,BOBYN,57,3399.66,99.41,CMO04,Kolkata,350,2023-10-28,2023-11-01,4,1,45,0.89,0.98,1,5,10,3420000,1427857.2,4847857.2
DISP3149,Plate,BOXN,42,2092.36,85.89,CMO01,Delhi,1200,2023-03-24,2023-03-24,0,0,29,0.399,0.721,0,4,3,0,3012998.4,3012998.4
DISP3150,CR Coil,BOBYN,40,2147.57,89.48,CMO07,Pune,1750,2023-09-11,2023-09-11,0,0,20,0.465,0.366,0,0,9,0,4509897.0,4509897.0
DISP3151,Structurals,BLC,53,2676.08,81.44,CMO06,Ahmedabad,1900,2023-08-31,2023-09-01,1,1,22,0.878,0.428,1,3,8,795000,6101462.4,6896462.4
DISP3152,Wire Rod,BLC,42,1966.98,75.54,CMO03,Chennai,2100,2023-07-25,2023-07-27,2,1,30,0.381,0.99,1,1,7,1260000,4956789.6,6216789.6
DISP3153,Semis,BOST,48,1694.69,70.61,CMO01,Delhi,1200,2023-11-07,2023-11-07,0,0,12,0.986,0.341,0,1,11,0,2440353.6,2440353.6
DISP3154,CR Coil,BOST,40,1402.8,70.14,CMO01,Delhi,1200,2023-07-16,2023-07-20,4,1,44,0.222,0.934,0,6,7,2400000,2020032.0,4420032.0
DISP3155,CR Coil,BOST,55,2074.97,75.45,CMO02,Mumbai,1800,2023-04-22,2023-04-24,2,1,49,0.278,0.778,0,5,4,1650000,4481935.2,6131935.2
DISP3156,CR Coil,BOBYN,56,2502.04,74.47,CMO04,Kolkata,350,2023-08-16,2023-08-16,0,0,8,0.698,0.955,0,2,8,0,1050856.8,1050856.8
DISP3157,Semis,BCN,49,1973.64,73.23,CMO01,Delhi,1200,2023-12-16,2023-12-17,1,1,28,0.672,0.417,0,5,12,735000,2842041.6,3577041.6
DISP3158,CR Coil,BCN,54,2906.39,97.86,CMO05,Hyderabad,1600,2023-10-08,2023-10-09,1,1,54,0.827,0.961,0,6,10,810000,5580268.8,6390268.8
DISP3159,CR Coil,BOBYN,47,2786.49,98.81,CMO03,Chennai,2100,2023-09-09,2023-09-14,5,1,29,0.835,0.329,0,5,9,3525000,7021954.8,10546954.8
DISP3160,Wire Rod,BOST,43,2051.81,95.43,CMO07,Pune,1750,2023-02-16,2023-02-16,0,0,46,0.929,0.694,0,3,2,0,4308801.0,4308801.0
DISP3161,Plate,BOST,46,1804.97,78.48,CMO04,Kolkata,350,2023-03-11,2023-03-11,0,0,62,0.811,0.505,0,5,3,0,758087.4,758087.4
DISP3162,Wire Rod,BLC,42,2205.95,84.71,CMO04,Kolkata,350,2023-09-09,2023-09-09,0,0,18,0.457,0.639,0,5,9,0,926499.0,926499.0
DISP3163,Wire Rod,BCN,41,1935.39,85.83,CMO07,Pune,1750,2023-01-22,2023-01-22,0,0,29,0.957,0.515,0,6,1,0,4064319.0,4064319.0
DISP3164,Plate,BOBYN,50,2765.33,92.18,CMO05,Hyderabad,1600,2023-10-01,2023-10-06,5,1,8,0.238,0.512,0,6,10,3750000,5309433.6,9059433.6
DISP3165,HR Coil,BLC,56,2976.18,85.72,CMO07,Pune,1750,2023-04-02,2023-04-02,0,0,70,0.497,0.789,0,6,4,0,6249978.0,6249978.0
DISP3166,HR Coil,BOBYN,47,2576.7,91.37,CMO04,Kolkata,350,2023-02-07,2023-02-07,0,0,31,0.596,0.7,0,1,2,0,1082214.0,1082214.0
DISP3167,HR Coil,BOBYN,43,2521.42,97.73,CMO04,Kolkata,350,2023-01-03,2023-01-04,1,1,35,0.728,0.941,0,1,1,645000,1058996.4,1703996.4
DISP3168,Wire Rod,BOBYN,51,2984.34,97.53,CMO07,Pune,1750,2023-07-25,2023-07-27,2,1,10,0.325,0.719,1,1,7,1530000,6267114.0,7797114.0
DISP3169,Wire Rod,BOST,49,1865.58,76.15,CMO06,Ahmedabad,1900,2023-12-01,2023-12-01,0,0,39,0.527,0.307,0,4,12,0,4253522.4,4253522.4
DISP3170,Wire Rod,BOBYN,55,2560.89,77.6,CMO03,Chennai,2100,2023-01-06,2023-01-09,3,1,55,0.233,0.837,0,4,1,2475000,6453442.8,8928442.8
DISP3171,HR Coil,BOXN,43,1864.71,74.77,CMO06,Ahmedabad,1900,2023-09-08,2023-09-08,0,0,13,0.347,0.529,0,4,9,0,4251538.8,4251538.8
DISP3172,TMT Bar,BLC,49,2615.35,86.09,CMO06,Ahmedabad,1900,2023-05-26,2023-05-30,4,1,77,0.409,0.833,1,4,5,2940000,5962998.0,8902998.0
DISP3173,CR Coil,BOST,55,2090.65,76.02,CMO01,Delhi,1200,2023-09-23,2023-09-26,3,1,9,0.575,0.377,0,5,9,2475000,3010536.0,5485536.0
DISP3174,CR Coil,BOXN,47,2264.72,83.08,CMO01,Delhi,1200,2023-07-09,2023-07-09,0,0,61,0.791,0.609,0,6,7,0,3261196.8,3261196.8
DISP3175,Structurals,BOBYN,46,2532.23,91.75,CMO05,Hyderabad,1600,2023-01-23,2023-01-23,0,0,77,0.211,0.407,0,0,1,0,4861881.6,4861881.6
DISP3176,TMT Bar,BCN,54,2257.78,76.02,CMO02,Mumbai,1800,2023-11-26,2023-11-27,1,1,12,0.513,0.407,1,6,11,810000,4876804.8,5686804.8
DISP3177,CR Coil,BOBYN,50,2692.21,89.74,CMO06,Ahmedabad,1900,2023-08-13,2023-08-15,2,1,8,0.897,0.349,0,6,8,1500000,6138238.8,7638238.8
DISP3178,Plate,BOBYN,57,3383.25,98.93,CMO02,Mumbai,1800,2023-01-30,2023-02-01,2,1,19,0.748,0.587,1,0,1,1710000,7307820.0,9017820.0
DISP3179,CR Coil,BCN,51,1995.84,71.15,CMO06,Ahmedabad,1900,2023-02-23,2023-02-24,1,1,34,0.205,0.302,0,3,2,765000,4550515.2,5315515.2
DISP3180,Plate,BOBYN,41,2137.97,86.91,CMO01,Delhi,1200,2023-02-07,2023-02-07,0,0,7,0.719,0.938,0,1,2,0,3078676.8,3078676.8
DISP3181,Structurals,BCN,52,2387.82,83.49,CMO04,Kolkata,350,2023-05-02,2023-05-02,0,0,67,0.69,0.542,0,1,5,0,1002884.4,1002884.4
DISP3182,Wire Rod,BOBYN,54,2789.43,86.09,CMO04,Kolkata,350,2023-07-04,2023-07-08,4,1,33,0.316,0.746,0,1,7,3240000,1171560.6,4411560.6
DISP3183,TMT Bar,BCN,40,1824.95,82.95,CMO02,Mumbai,1800,2023-06-03,2023-06-03,0,0,23,0.234,0.587,0,5,6,0,3941892.0,3941892.0
DISP3184,Semis,BLC,44,2597.17,95.2,CMO02,Mumbai,1800,2023-06-30,2023-07-02,2,1,31,0.954,0.595,1,4,6,1320000,5609887.2,6929887.2
DISP3185,Wire Rod,BLC,51,2533.84,80.13,CMO04,Kolkata,350,2023-12-07,2023-12-09,2,1,56,0.306,0.671,0,3,12,1530000,1064212.8,2594212.8
DISP3186,Plate,BOST,51,2473.77,97.01,CMO02,Mumbai,1800,2023-10-08,2023-10-09,1,1,57,0.5,0.515,0,6,10,765000,5343343.2,6108343.2
DISP3187,Plate,BLC,49,2951.12,97.14,CMO06,Ahmedabad,1900,2023-11-16,2023-11-17,1,1,57,0.241,0.452,0,3,11,735000,6728553.6,7463553.6
DISP3188,Wire Rod,BLC,45,2742.46,98.3,CMO05,Hyderabad,1600,2023-01-13,2023-01-15,2,1,31,0.509,0.767,0,4,1,1350000,5265523.2,6615523.2
DISP3189,Plate,BOBYN,52,2722.26,87.25,CMO07,Pune,1750,2023-04-12,2023-04-12,0,0,24,0.529,0.628,0,2,4,0,5716746.0,5716746.0
DISP3190,CR Coil,BLC,50,2737.63,88.31,CMO07,Pune,1750,2023-11-10,2023-11-10,0,0,72,0.788,0.913,0,4,11,0,5749023.0,5749023.0
DISP3191,Semis,BOXN,40,1630.03,70.26,CMO01,Delhi,1200,2023-01-28,2023-01-28,0,0,47,0.882,0.519,1,5,1,0,2347243.2,2347243.2
DISP3192,CR Coil,BOBYN,46,2186.66,79.23,CMO06,Ahmedabad,1900,2023-02-03,2023-02-03,0,0,51,0.699,0.521,0,4,2,0,4985584.8,4985584.8
DISP3193,Wire Rod,BCN,45,1947.63,78.69,CMO04,Kolkata,350,2023-02-21,2023-02-22,1,1,76,0.328,0.916,0,1,2,675000,818004.6,1493004.6
DISP3194,Plate,BOBYN,57,2960.68,86.57,CMO04,Kolkata,350,2023-08-29,2023-08-29,0,0,40,0.752,0.933,1,1,8,0,1243485.6,1243485.6
DISP3195,Structurals,BLC,43,2470.59,92.67,CMO02,Mumbai,1800,2023-03-11,2023-03-11,0,0,53,0.578,0.634,0,5,3,0,5336474.4,5336474.4
DISP3196,Plate,BCN,54,2600.14,87.55,CMO06,Ahmedabad,1900,2023-04-04,2023-04-04,0,0,62,0.915,0.979,0,1,4,0,5928319.2,5928319.2
DISP3197,Plate,BCN,42,2231.34,96.59,CMO03,Chennai,2100,2023-02-05,2023-02-06,1,1,27,0.308,0.51,0,6,2,630000,5622976.8,6252976.8
DISP3198,Semis,BOBYN,50,2363.11,78.77,CMO06,Ahmedabad,1900,2023-02-12,2023-02-16,4,1,50,0.682,0.86,0,6,2,3000000,5387890.8,8387890.8
DISP3199,Wire Rod,BCN,48,2000.08,75.76,CMO02,Mumbai,1800,2023-05-24,2023-05-25,1,1,71,0.923,0.316,0,2,5,720000,4320172.8,5040172.8
DISP3200,Structurals,BCN,48,2203.55,83.47,CMO02,Mumbai,1800,2023-08-10,2023-08-10,0,0,48,0.232,0.825,0,3,8,0,4759668.0,4759668.0
DISP3201,Wire Rod,BOXN,50,2509.61,86.54,CMO06,Ahmedabad,1900,2023-03-08,2023-03-08,0,0,6,0.788,0.313,0,2,3,0,5721910.8,5721910.8
DISP3202,Wire Rod,BLC,41,2309.63,90.86,CMO04,Kolkata,350,2023-05-19,2023-05-19,0,0,53,0.469,0.862,0,4,5,0,970044.6,970044.6
DISP3203,Semis,BLC,50,2293.08,73.97,CMO04,Kolkata,350,2023-06-27,2023-06-30,3,1,38,0.642,0.642,1,1,6,2250000,963093.6,3213093.6
DISP3204,Structurals,BCN,56,2983.74,96.87,CMO01,Delhi,1200,2023-01-12,2023-01-13,1,1,21,0.845,0.375,0,3,1,840000,4296585.6,5136585.6
DISP3205,CR Coil,BOBYN,42,2416.95,95.91,CMO05,Hyderabad,1600,2023-01-05,2023-01-05,0,0,6,0.789,0.539,0,3,1,0,4640544.0,4640544.0
DISP3206,HR Coil,BOST,54,2401.11,88.93,CMO02,Mumbai,1800,2023-06-19,2023-06-22,3,1,18,0.69,0.339,0,0,6,2430000,5186397.6,7616397.6
DISP3207,HR Coil,BOXN,42,1708.01,70.12,CMO02,Mumbai,1800,2023-12-18,2023-12-20,2,1,34,0.368,0.802,0,0,12,1260000,3689301.6,4949301.6
DISP3208,CR Coil,BOBYN,55,2909.4,88.16,CMO04,Kolkata,350,2023-04-06,2023-04-06,0,0,65,0.43,0.773,0,3,4,0,1221948.0,1221948.0
DISP3209,HR Coil,BOBYN,56,2358.36,70.19,CMO04,Kolkata,350,2023-04-01,2023-04-01,0,0,30,0.411,0.915,0,5,4,0,990511.2,990511.2
DISP3210,CR Coil,BOXN,42,1842.74,75.65,CMO06,Ahmedabad,1900,2023-06-14,2023-06-14,0,0,34,0.33,0.745,0,2,6,0,4201447.2,4201447.2
DISP3211,Plate,BOST,49,1875.42,76.55,CMO04,Kolkata,350,2023-05-09,2023-05-09,0,0,49,0.788,0.671,0,1,5,0,787676.4,787676.4
DISP3212,Structurals,BCN,45,1780.51,71.94,CMO03,Chennai,2100,2023-02-02,2023-02-02,0,0,68,0.475,0.813,0,3,2,0,4486885.2,4486885.2
DISP3213,Semis,BOXN,54,2203.67,70.36,CMO04,Kolkata,350,2023-12-12,2023-12-12,0,0,16,0.455,0.84,0,1,12,0,925541.4,925541.4
DISP3214,Structurals,BOST,42,1828.6,87.08,CMO06,Ahmedabad,1900,2023-06-13,2023-06-15,2,1,62,0.486,0.868,0,1,6,1260000,4169208.0,5429208.0
DISP3215,Wire Rod,BOST,46,1767.4,76.84,CMO03,Chennai,2100,2023-03-29,2023-03-29,0,0,10,0.753,0.587,1,2,3,0,4453848.0,4453848.0
DISP3216,TMT Bar,BLC,54,3216.1,96.06,CMO07,Pune,1750,2023-08-26,2023-08-31,5,1,62,0.322,0.817,1,5,8,4050000,6753810.0,10803810.0
DISP3217,Semis,BCN,52,2851.22,99.69,CMO02,Mumbai,1800,2023-11-20,2023-11-20,0,0,24,0.52,0.31,0,0,11,0,6158635.2,6158635.2
DISP3218,Structurals,BOBYN,58,3423.67,98.38,CMO02,Mumbai,1800,2023-04-22,2023-04-23,1,1,17,0.213,0.631,0,5,4,870000,7395127.2,8265127.2
DISP3219,Wire Rod,BOBYN,49,2789.86,94.89,CMO04,Kolkata,350,2023-10-09,2023-10-09,0,0,40,0.382,0.641,0,0,10,0,1171741.2,1171741.2
DISP3220,Wire Rod,BOBYN,55,3269.41,99.07,CMO04,Kolkata,350,2023-01-31,2023-02-02,2,1,50,0.969,0.347,1,1,1,1650000,1373152.2,3023152.2
DISP3221,TMT Bar,BOBYN,56,3302.88,98.3,CMO02,Mumbai,1800,2023-04-21,2023-04-21,0,0,58,0.592,0.97,0,4,4,0,7134220.8,7134220.8
DISP3222,TMT Bar,BCN,53,2575.37,88.35,CMO06,Ahmedabad,1900,2023-11-03,2023-11-03,0,0,21,0.624,0.539,0,4,11,0,5871843.6,5871843.6
DISP3223,Structurals,BOBYN,51,2660.97,86.96,CMO07,Pune,1750,2023-08-31,2023-09-04,4,1,13,0.214,0.559,1,3,8,3060000,5588037.0,8648037.0
DISP3224,Structurals,BCN,55,2831.53,93.6,CMO02,Mumbai,1800,2023-10-12,2023-10-13,1,1,48,0.662,0.532,0,3,10,825000,6116104.8,6941104.8
DISP3225,TMT Bar,BOST,47,2144.21,91.24,CMO07,Pune,1750,2023-11-09,2023-11-09,0,0,35,0.851,0.474,0,3,11,0,4502841.0,4502841.0
DISP3226,HR Coil,BOST,43,1752.77,81.52,CMO03,Chennai,2100,2023-03-17,2023-03-17,0,0,46,0.265,0.644,0,4,3,0,4416980.4,4416980.4
DISP3227,Structurals,BOXN,54,2558.45,81.69,CMO03,Chennai,2100,2023-04-09,2023-04-09,0,0,40,0.77,0.555,0,6,4,0,6447294.0,6447294.0
DISP3228,Wire Rod,BOBYN,40,1915.59,79.82,CMO02,Mumbai,1800,2023-11-14,2023-11-14,0,0,66,0.65,0.849,0,1,11,0,4137674.4,4137674.4
DISP3229,Wire Rod,BOST,57,2166.05,76.0,CMO03,Chennai,2100,2023-11-27,2023-11-30,3,1,29,0.966,0.718,1,0,11,2565000,5458446.0,8023446.0
DISP3230,Structurals,BOST,56,2197.26,78.47,CMO02,Mumbai,1800,2023-07-12,2023-07-13,1,1,59,0.761,0.897,0,2,7,840000,4746081.6,5586081.6
DISP3231,TMT Bar,BOXN,53,2224.39,72.36,CMO01,Delhi,1200,2023-08-27,2023-08-29,2,1,23,0.557,0.567,1,6,8,1590000,3203121.6,4793121.6
DISP3232,TMT Bar,BCN,54,2324.87,78.28,CMO01,Delhi,1200,2023-12-28,2023-12-29,1,1,63,0.428,0.711,1,3,12,810000,3347812.8,4157812.8
DISP3233,HR Coil,BCN,57,2643.21,84.31,CMO07,Pune,1750,2023-03-14,2023-03-15,1,1,45,0.865,0.563,0,1,3,855000,5550741.0,6405741.0
DISP3234,TMT Bar,BOBYN,50,2651.77,88.39,CMO04,Kolkata,350,2023-01-18,2023-01-20,2,1,41,0.459,0.83,0,2,1,1500000,1113743.4,2613743.4
DISP3235,Structurals,BOBYN,55,2373.24,71.92,CMO06,Ahmedabad,1900,2023-02-04,2023-02-04,0,0,22,0.321,0.666,0,5,2,0,5410987.2,5410987.2
DISP3236,CR Coil,BCN,51,2248.06,80.14,CMO01,Delhi,1200,2023-07-31,2023-07-31,0,0,48,0.801,0.645,1,0,7,0,3237206.4,3237206.4
DISP3237,Plate,BLC,44,2358.16,86.44,CMO04,Kolkata,350,2023-02-15,2023-02-15,0,0,31,0.559,0.381,0,2,2,0,990427.2,990427.2
DISP3238,TMT Bar,BOBYN,41,2197.83,89.34,CMO02,Mumbai,1800,2023-10-13,2023-10-14,1,1,8,0.242,0.89,0,4,10,615000,4747312.8,5362312.8
DISP3239,CR Coil,BOBYN,44,2603.9,98.63,CMO07,Pune,1750,2023-03-12,2023-03-12,0,0,69,0.456,0.571,0,6,3,0,5468190.0,5468190.0
DISP3240,Wire Rod,BOST,49,2076.79,84.77,CMO01,Delhi,1200,2023-12-09,2023-12-09,0,0,58,0.64,0.328,0,5,12,0,2990577.6,2990577.6
DISP3241,CR Coil,BOST,55,1930.9,70.21,CMO02,Mumbai,1800,2023-12-26,2023-12-26,0,0,15,0.665,0.558,1,1,12,0,4170744.0,4170744.0
DISP3242,CR Coil,BOBYN,44,2272.69,86.09,CMO04,Kolkata,350,2023-11-18,2023-11-18,0,0,41,0.413,0.562,0,5,11,0,954529.8,954529.8
DISP3243,Semis,BOST,48,1920.83,80.03,CMO02,Mumbai,1800,2023-06-17,2023-06-17,0,0,38,0.514,0.755,0,5,6,0,4148992.8,4148992.8
DISP3244,Wire Rod,BOST,52,1979.58,76.14,CMO05,Hyderabad,1600,2023-02-27,2023-02-27,0,0,10,0.51,0.375,1,0,2,0,3800793.6,3800793.6
DISP3245,CR Coil,BOST,49,2327.2,94.99,CMO02,Mumbai,1800,2023-12-12,2023-12-13,1,1,32,0.909,0.873,0,1,12,735000,5026752.0,5761752.0
DISP3246,Structurals,BOST,48,1836.1,76.5,CMO02,Mumbai,1800,2023-01-13,2023-01-13,0,0,44,0.21,0.881,0,4,1,0,3965976.0,3965976.0
DISP3247,CR Coil,BLC,50,2595.83,83.74,CMO04,Kolkata,350,2023-07-20,2023-07-20,0,0,26,0.937,0.636,0,3,7,0,1090248.6,1090248.6
DISP3248,Semis,BOBYN,42,2229.98,88.49,CMO06,Ahmedabad,1900,2023-01-01,2023-01-01,0,0,8,0.695,0.9,0,6,1,0,5084354.4,5084354.4
DISP3249,HR Coil,BLC,52,2961.65,91.86,CMO03,Chennai,2100,2023-03-23,2023-03-25,2,1,17,0.243,0.451,0,3,3,1560000,7463358.0,9023358.0
